name,distance,density,population,jewish,salary,bagrut,seindex,periphery,pop,type,u,d,l,p
הגליל התחתון,,,12486,97.2128784238347,10962.983427362482,78.44311377245509,0.5615551226314643,-0.55,47874.70240020752,mobile,13893.19398051057,49635.58689356167,27.649596443297753,20153.78959441185
חיפה,77.5,4419.4,285316,75.8464299233131,10212.093674222782,74.74193548387098,0.5416232774727474,1.015,257839.61148262024,fixed,23010.96152350674,134126.6217361452,14.773677759123139,210876.2653684616
חיפה,77.5,4419.4,285316,75.8464299233131,10212.093674222782,74.74193548387098,0.5416232774727474,1.015,257839.61148262024,mobile,14072.487976263843,47252.31165094237,30.705608675642157,246738.59686088562
שפרעם,90.9,2147,42137,,6911.339523967919,56.49794801641587,-0.7815152680112539,0.164,44304.35242724419,fixed,5968.943048354503,100477.83876955042,19.290182431257495,40270.47434711456
שפרעם,90.9,2147,42137,,6911.339523967919,56.49794801641587,-0.7815152680112539,0.164,44304.35242724419,mobile,7901.376248904025,34302.74470618154,32.22015385535116,35619.997879981995
זבולון,,,13623,65.58760919033986,10569.570577793049,77.33990147783251,0.0630495604983117,0.08,33592.103163957596,fixed,32014.78913410457,103962.18759318902,11.467759664625243,18218.54013323784
זבולון,,,13623,65.58760919033986,10569.570577793049,77.33990147783251,0.0630495604983117,0.08,33592.103163957596,mobile,13475.365820756588,44158.61604005016,31.28940557443326,17822.18505191803
קריית אתא,86.0,3390.2,59030,91.97526681348467,9100.301454043847,76.95783132530121,0.24500779450520488,0.345,51295.52888774872,fixed,11197.711398289533,122849.12328202148,14.679618829980624,43147.15058040619
קריית אתא,86.0,3390.2,59030,91.97526681348467,9100.301454043847,76.95783132530121,0.24500779450520488,0.345,51295.52888774872,mobile,11929.199447360563,41043.65925611881,33.13899344102975,45490.95932292938
טבריה,111.9,2764.7,44779,92.35579177739565,6912.067118682238,61.43344709897611,-0.4764202272217788,-0.548,36652.359964847565,fixed,14434.492346482897,123690.83716929823,15.397213597750541,34360.085844516754
טבריה,111.9,2764.7,44779,92.35579177739565,6912.067118682238,61.43344709897611,-0.4764202272217788,-0.548,36652.359964847565,mobile,16182.628983022609,79827.08988124559,25.678060596708026,33860.326773643494
עמק יזרעאל,,,39043,93.48154598775709,13166.280228362148,84.08736349453977,1.1872264936359995,-0.135,109666.6372936368,fixed,20289.72551853765,99907.1043140723,15.625971211071043,68512.44422698021
עמק יזרעאל,,,39043,93.48154598775709,13166.280228362148,84.08736349453977,1.1872264936359995,-0.135,109666.6372936368,mobile,11994.247714263389,38781.89071398017,30.29417877134888,57549.65862476826
נשר,81.1,1865.5,24148,86.7318204406162,10493.455592423614,78.47533632286996,0.7158902649005088,0.314,22015.977697372437,fixed,26517.004681686998,164046.0136084791,18.921733419744196,16358.564767837524
נשר,81.1,1865.5,24148,86.7318204406162,10493.455592423614,78.47533632286996,0.7158902649005088,0.314,22015.977697372437,mobile,14020.901688569009,51258.2331803806,28.320188276474756,20723.021774291992
טירת כרמל,69.3,3900.2,23112,94.69539633091036,8694.185026827632,75.52742616033755,-0.020399778511594073,0.087,16992.842226982117,fixed,37955.79016784907,168090.2995634458,9.732331131267474,14531.618950843811
טירת כרמל,69.3,3900.2,23112,94.69539633091036,8694.185026827632,75.52742616033755,-0.020399778511594073,0.087,16992.842226982117,mobile,10811.259969842444,42445.27128861873,31.623914160771797,16546.507838249207
חוף הכרמל,,,33138,94.80354879594424,12547.119105864,76.26728110599078,0.9995554122249829,0.082,68133.30627512932,fixed,17805.113573051804,118723.1210866087,12.926070978586882,40899.883696854115
חוף הכרמל,,,33138,94.80354879594424,12547.119105864,76.26728110599078,0.9995554122249829,0.082,68133.30627512932,mobile,14278.825557989136,39585.061101418854,28.15094410799821,36909.98626857996
כפר כנא,92.1,2262.3,22751,,5848.884750352824,65.75052854122622,-1.1562844924003686,-0.067,17111.79088497162,fixed,3305.4720842955035,36738.15516701349,25.221761734633542,14247.262071371078
כפר כנא,92.1,2262.3,22751,,5848.884750352824,65.75052854122622,-1.1562844924003686,-0.067,17111.79088497162,mobile,7728.7457046758545,40717.00862340714,27.790125157604713,12154.4169216156
נוף הגליל,86.1,1270.1,41734,55.82019456558202,7750.640461454446,64.7787610619469,-0.03310731408683336,0.203,42532.71453893185,fixed,38355.17799954673,137181.82738120542,12.573618696727143,38691.3531126976
נוף הגליל,86.1,1270.1,41734,55.82019456558202,7750.640461454446,64.7787610619469,-0.03310731408683336,0.203,42532.71453893185,mobile,14702.72548461617,57869.71130822834,29.93438665067147,38343.57560920715
קריית טבעון,75.1,2199.1,18130,96.83397683397683,12344.107346617278,80.80357142857143,1.2947587018509457,0.107,16038.945555210114,fixed,19169.78392419057,108580.02307606605,21.48689490536206,15099.146884441376
קריית טבעון,75.1,2199.1,18130,96.83397683397683,12344.107346617278,80.80357142857143,1.2947587018509457,0.107,16038.945555210114,mobile,12590.649719677347,36301.844913947476,28.035580878684637,12871.735223293304
ריינה,87.6,1751.6,19001,,6365.206813843681,59.32203389830508,-1.01590575335378,0.278,12216.486035823822,fixed,5621.065078304178,68168.85503140469,19.3198198207284,11018.768167972565
נצרת,84.3,5465.1,77445,,6787.750989201427,56.486286137879915,-0.6968718299233901,0.345,53909.89621210098,fixed,9583.684583410719,89836.69389272438,17.44506635629729,52559.3369307518
נצרת,84.3,5465.1,77445,,6787.750989201427,56.486286137879915,-0.6968718299233901,0.345,53909.89621210098,mobile,9554.34032515915,24155.12027254781,32.19267301118482,45547.2842540741
דאלית אל-כרמל,71.9,1802.3,17653,,8024.3725324132165,82.44897959183673,-0.2939975577742958,-0.081,20474.461102485657,fixed,2889.2086652935873,36999.68999275705,23.183047393427128,19688.67028093338
דאלית אל-כרמל,71.9,1802.3,17653,,8024.3725324132165,82.44897959183673,-0.2939975577742958,-0.081,20474.461102485657,mobile,6871.225955854767,19197.77661559266,37.912682013225115,12871.058223724365
יפיע,84.0,4691.5,19151,,6351.499030401601,69.81132075471697,-0.9088921981726761,0.187,11652.64377784729,fixed,8655.433198313724,108185.1143907979,14.33274223158351,10757.825319290161
מגדל העמק,85.2,2945.7,25675,89.16066212268744,7684.571604119529,64.9390243902439,-0.21368778288591828,0.02,25876.9052362442,fixed,28831.567388428808,149879.06469634757,14.943187041573868,23788.14376926422
מגדל העמק,85.2,2945.7,25675,89.16066212268744,7684.571604119529,64.9390243902439,-0.21368778288591828,0.02,25876.9052362442,mobile,11609.64513673541,43633.93109229754,32.77836003512561,22680.90313243866
מגידו,,,11878,94.81394174103384,11108.865913405598,83.44370860927152,0.556612494371213,-0.082,29482.85236763954,fixed,53680.48860717767,110162.35689101738,13.097167205341934,17873.709708213806
מגידו,,,11878,94.81394174103384,11108.865913405598,83.44370860927152,0.556612494371213,-0.082,29482.85236763954,mobile,12094.04688886681,46695.152963286746,24.888455264380365,16564.40975522995
עמק המעיינות,,,13718,97.87140982650533,9140.435830745342,74.0506329113924,0.28467673960904555,-0.737,30563.392071723938,fixed,58034.61074817713,117012.19249514304,15.867216554443072,13048.142010688782
עמק המעיינות,,,13718,97.87140982650533,9140.435830745342,74.0506329113924,0.28467673960904555,-0.737,30563.392071723938,mobile,16676.53153684157,75162.95172953788,25.215614050115796,10262.552324056625
יקנעם עילית,65.9,2863.1,23796,90.86821314506639,11751.525600690296,80.56265984654732,0.8399895667147977,0.066,22191.679934501648,fixed,28381.106337597903,138521.47732593663,13.052278009574332,21478.900965690613
יקנעם עילית,65.9,2863.1,23796,90.86821314506639,11751.525600690296,80.56265984654732,0.8399895667147977,0.066,22191.679934501648,mobile,8460.325993248935,30132.02789872041,31.27081086346708,21769.86088180542
עפולה,75.1,1859.7,54250,89.13364055299539,8059.569430814524,65.64102564102564,-0.0962021273993353,0.035,59108.28130054474,fixed,28912.010524074587,169978.78350261468,12.558965987380423,51310.05941581726
עפולה,75.1,1859.7,54250,89.13364055299539,8059.569430814524,65.64102564102564,-0.0962021273993353,0.035,59108.28130054474,mobile,13862.042003145167,44469.66160471817,27.576647632046896,51787.3950278759
הגלבוע,,,30794,58.57959342729103,8918.61603304339,74.02135231316726,-0.02959285774467769,-0.417,47351.07620680332,fixed,26512.624382219296,103490.87765840566,13.060974626589017,27576.15361070633
הגלבוע,,,30794,58.57959342729103,8918.61603304339,74.02135231316726,-0.02959285774467769,-0.417,47351.07620680332,mobile,11853.00846666738,44535.43944702917,25.510868221799505,24111.92144548893
זכרון יעקב,48.3,736.1,23206,96.15616650866156,14023.469610568014,85.52971576227391,1.176343588280333,0.19,33568.538815021515,fixed,8931.168943965435,104802.09079283196,15.414569100349247,26621.56848049164
זכרון יעקב,48.3,736.1,23206,96.15616650866156,14023.469610568014,85.52971576227391,1.176343588280333,0.19,33568.538815021515,mobile,13848.020131136633,29749.043933345387,34.08523349356772,24799.617294073105
אום אל-פחם,57.8,2161.7,56109,,5851.761229429634,59.40347970173985,-1.4126285515372186,0.208,36882.73180747032,fixed,6874.113095650311,36130.88095507036,19.16615835551692,35696.40688574314
אום אל-פחם,57.8,2161.7,56109,,5851.761229429634,59.40347970173985,-1.4126285515372186,0.208,36882.73180747032,mobile,8677.659172964151,21616.928618063255,27.900127678958754,28597.649951934814
בנימינה-גבעת עדה,44.6,649.5,15847,96.35893229002335,14477.599328940947,81.97424892703863,1.3217371181597075,0.26,14878.703742027283,fixed,10330.843501124276,136815.40355334643,17.410269730553438,12902.610201358795
בנימינה-גבעת עדה,44.6,649.5,15847,96.35893229002335,14477.599328940947,81.97424892703863,1.3217371181597075,0.26,14878.703742027283,mobile,13109.56488004674,57560.77514163926,25.499939694418636,11476.588027238846
מנשה,,,20807,80.69399721247657,11501.881805011426,77.04918032786885,0.5904187387775626,0.297,57564.95087301731,fixed,35124.108746257225,111110.7779970771,12.338497007415402,31203.613872766495
מנשה,,,20807,80.69399721247657,11501.881805011426,77.04918032786885,0.5904187387775626,0.297,57564.95087301731,mobile,17652.134140719143,54522.67583070068,28.229344639012975,35817.05270028114
אור עקיבא,39.5,3420.8,18972,91.55070630402699,8248.942414876368,82.7433628318584,0.00019819257092778663,0.4,19632.373943805695,fixed,27979.162301160766,176822.6293824963,10.819855252523702,17883.668253421783
אור עקיבא,39.5,3420.8,18972,91.55070630402699,8248.942414876368,82.7433628318584,0.00019819257092778663,0.4,19632.373943805695,mobile,13192.379742906987,67361.61320668717,23.952844541185296,18564.547023296356
כפר קרע,49.3,2434.5,19018,,7492.6053739042745,59.82404692082112,-0.28619626576598123,0.259,17098.02274131775,fixed,6244.720684935392,123868.01937232188,13.803556113035192,16620.05358839035
כפר קרע,49.3,2434.5,19018,,7492.6053739042745,59.82404692082112,-0.28619626576598123,0.259,17098.02274131775,mobile,11571.40969312388,33381.53945068516,27.496940456504447,13453.940161466599
בית שאן,97.9,2499.6,18464,97.40576256499133,7713.686987094357,64.18439716312056,-0.20426606201642578,-0.607,20938.69409418106,fixed,9072.085826822798,113134.98572236003,15.691601898600426,18146.124850273132
בית שאן,97.9,2499.6,18464,97.40576256499133,7713.686987094357,64.18439716312056,-0.20426606201642578,-0.607,20938.69409418106,mobile,13519.406977268614,61043.857920398965,23.139144190960252,19028.759224414825
ערערה,50.6,2745.8,25245,,6865.307956308941,68.07387862796834,-0.7568500188182006,0.262,19221.92908525467,fixed,6339.464741841354,128112.15295040476,16.0409488955084,18522.981491565704
ערערה,50.6,2745.8,25245,,6865.307956308941,68.07387862796834,-0.7568500188182006,0.262,19221.92908525467,mobile,8339.076311154835,26429.38339316632,26.177104082201243,15847.837599754333
פרדס חנה-כרכור,40.6,1902.9,43011,96.87056799423404,10967.812502150206,75.47892720306514,0.6949186178847494,0.487,44124.87842679024,fixed,12901.400757175346,116193.43174374243,16.68484740846736,39717.91917181015
פרדס חנה-כרכור,40.6,1902.9,43011,96.87056799423404,10967.812502150206,75.47892720306514,0.6949186178847494,0.487,44124.87842679024,mobile,11314.331301622224,41551.40631825783,25.73316541096412,39086.51279067993
חדרה,32.7,1907.5,97335,91.7943185904351,9214.441538482602,68.26503923278116,0.26785364323226435,0.767,93300.77928495407,fixed,23092.242013975232,151785.64585435617,10.699297251670698,76780.72956681252
חדרה,32.7,1907.5,97335,91.7943185904351,9214.441538482602,68.26503923278116,0.26785364323226435,0.767,93300.77928495407,mobile,14881.857475244675,56816.073048317856,25.771532487024363,86114.50042152405
באקה אל-גרביה,38.9,3355.3,29950,,6983.892909630369,67.66169154228857,-0.7019318659714512,0.46,49486.27892231941,fixed,7135.1412886583275,108655.71005928739,15.375124801819956,45782.02728891373
באקה אל-גרביה,38.9,3355.3,29950,,6983.892909630369,67.66169154228857,-0.7019318659714512,0.46,49486.27892231941,mobile,7987.297314625143,22023.212816978456,40.31315051714357,45684.82996726036
עמק חפר,,,42584,97.56246477550253,12806.303378714927,81.97492163009404,1.1451841520005062,0.686,90105.95637494326,fixed,26700.84864322273,120627.66794071335,16.300803855348345,69885.30153727531
עמק חפר,,,42584,97.56246477550253,12806.303378714927,81.97492163009404,1.1451841520005062,0.686,90105.95637494326,mobile,12403.260653081345,44097.10965656207,28.620658438503185,56789.835262298584
נתניה,16.0,7149.8,221353,90.22647084069337,9045.683237393621,73.3569460842188,0.2069493443311853,1.507,145381.30890274048,fixed,34411.30368584783,180978.35435887263,10.628329028764371,142634.31366062164
נתניה,16.0,7149.8,221353,90.22647084069337,9045.683237393621,73.3569460842188,0.2069493443311853,1.507,145381.30890274048,mobile,13290.851644743325,42955.62454655894,26.52557541234525,142541.00013828278
כפר יונה,22.5,2152.6,24778,97.16280571474695,11568.799137805056,80.29850746268656,0.7763957171854569,0.877,23585.697788238525,fixed,12551.253606608861,131509.87725396562,12.642370748990727,19644.115201950073
כפר יונה,22.5,2152.6,24778,97.16280571474695,11568.799137805056,80.29850746268656,0.7763957171854569,0.877,23585.697788238525,mobile,10642.71127961202,51641.03474946589,41.63355916971657,21334.03161239624
לב השרון,,,23588,98.86806850941157,12760.06875,88.4180790960452,1.1610557281249014,0.897,52496.5997672081,fixed,9411.389668054248,130493.900799401,20.89359358687313,41993.15232181549
לב השרון,,,23588,98.86806850941157,12760.06875,88.4180790960452,1.1610557281249014,0.897,52496.5997672081,mobile,9359.300756438064,34431.75432354687,25.25500739706798,32399.481425762177
קלנסווה,23.0,2753.5,23143,,6778.793916957026,59.06432748538012,-0.8722027243570247,0.837,17177.36538887024,fixed,4386.093673717722,93509.19544429347,28.13922600115805,16256.260797977448
קלנסווה,23.0,2753.5,23143,,6778.793916957026,59.06432748538012,-0.8722027243570247,0.837,17177.36538887024,mobile,4069.7584262958753,18618.118813295056,29.930251477871675,16112.472224712372
קדימה-צורן,16.7,2162.6,22683,97.92355508530618,13262.642703929858,88.56382978723404,1.231939103917028,1.052,17682.253113746643,fixed,11590.809872209165,127887.66412824272,14.473357220074249,16021.246860027313
קדימה-צורן,16.7,2162.6,22683,97.92355508530618,13262.642703929858,88.56382978723404,1.231939103917028,1.052,17682.253113746643,mobile,11905.640832631316,44600.051634591786,32.79482679182632,16455.00891828537
אבן יהודה,14.4,1672.7,13826,98.4304932735426,14482.877539532936,83.9622641509434,1.499467404271238,1.201,20348.94654083252,fixed,10051.146754534198,118180.59877045582,12.834552128680816,18302.10294532776
אבן יהודה,14.4,1672.7,13826,98.4304932735426,14482.877539532936,83.9622641509434,1.499467404271238,1.201,20348.94654083252,mobile,9820.680472931203,37237.565377187355,24.362041518626967,18658.067876815796
חוף השרון,,,14425,93.07452339688042,13412.732596793117,93.82716049382715,1.3022900241576423,1.27,36421.386360645294,fixed,24927.107745996927,134770.15248996866,12.124146095443269,25581.918787240982
חוף השרון,,,14425,93.07452339688042,13412.732596793117,93.82716049382715,1.3022900241576423,1.27,36421.386360645294,mobile,13917.508367832845,63976.82444123651,24.131406293806837,25742.42157292366
טייבה,20.5,2325,43957,,6438.237671321797,74.27536231884058,-0.8221433437552953,0.929,11560.906931877136,mobile,9837.614406729352,13752.859979613317,26.653741043373078,10165.088616371155
תל מונד,15.3,1843.6,13144,98.7446743761412,14684.625766148043,91.48148148148148,1.3674141374822681,0.987,11279.705346107483,fixed,6086.3371472717035,128271.14711844901,14.874957548039383,11272.005285263062
תל מונד,15.3,1843.6,13144,98.7446743761412,14684.625766148043,91.48148148148148,1.3674141374822681,0.987,11279.705346107483,mobile,9701.49101550221,36892.49233368694,23.254168269821427,10329.101251602173
טירה,13.1,2236.8,26552,,6987.973112778535,62.47544204322201,-0.40644870347197215,1.152,39197.59084606171,fixed,5235.536692913329,64068.49124520384,26.422051093760217,36758.89019393921
טירה,13.1,2236.8,26552,,6987.973112778535,62.47544204322201,-0.40644870347197215,1.152,39197.59084606171,mobile,9505.569839394615,37187.285337512585,26.83356691366972,37357.332280635834
דרום השרון,,,33946,97.89665940022388,13702.475364496382,92.24137931034483,1.3840564635457258,1.549,97876.41753983498,fixed,25247.14876527256,113340.98051947898,13.29798077552775,73702.08302021027
דרום השרון,,,33946,97.89665940022388,13702.475364496382,92.24137931034483,1.3840564635457258,1.549,97876.41753983498,mobile,15900.079654025027,55008.41209640019,24.2759107322858,74234.97282719612
רעננה,2.3,5077.4,75421,96.98227284178147,13080.299004455384,87.74928774928775,1.2151317232080512,2.022,68680.64324140549,fixed,34092.72669739826,161425.3957150032,11.546931928744376,67863.2421836853
רעננה,2.3,5077.4,75421,96.98227284178147,13080.299004455384,87.74928774928775,1.2151317232080512,2.022,68680.64324140549,mobile,12445.773940235327,43448.61343106308,29.86349712395799,68026.13826560974
כפר סבא,6.8,7001.2,101432,96.01703604385204,12773.232595923624,81.35593220338984,1.1717405869294317,1.951,73506.92982006073,fixed,37217.641495432734,168356.58899534264,9.955399100242504,72294.58406162262
כפר סבא,6.8,7001.2,101432,96.01703604385204,12773.232595923624,81.35593220338984,1.1717405869294317,1.951,73506.92982006073,mobile,12992.883295112428,47605.42000663761,29.066689237822132,71954.2562122345
הרצלייה,0.0,4490.7,97470,94.78301015697137,12612.22573241236,84.38438438438438,1.2206626800639666,2.137,142947.67337322235,fixed,30749.296950157797,155970.17670935043,11.520632771020546,137336.7238330841
הרצלייה,0.0,4490.7,97470,94.78301015697137,12612.22573241236,84.38438438438438,1.2206626800639666,2.137,142947.67337322235,mobile,14181.166774114587,57035.0763258556,25.180680520923158,138117.87001991272
כפר שמריהו,0.0,,1938,96.13003095975232,15714.171947613013,,2.068021778496841,1.691,10316.66897392273,mobile,10598.669774963719,29942.2304050998,26.200302029618612,10093.97982788086
הוד השרון,5.2,3278.3,63175,97.7174515235457,14612.00888240753,86.50385604113112,1.4913071601498882,2.257,52652.6235742569,fixed,32531.267513941195,157386.48244185897,12.561767123162314,47896.56910324097
הוד השרון,5.2,3278.3,63175,97.7174515235457,14612.00888240753,86.50385604113112,1.4913071601498882,2.257,52652.6235742569,mobile,11883.444304650693,49260.50000607358,28.577998190844585,48050.761523246765
רמת השרון,0.0,2840.1,47245,98.28976611281617,14603.700543038156,79.26421404682274,1.6058992944672745,2.4,96795.3718585968,fixed,26169.433350904874,143631.7240658646,14.42439223496027,83378.0068283081
רמת השרון,0.0,2840.1,47245,98.28976611281617,14603.700543038156,79.26421404682274,1.6058992944672745,2.4,96795.3718585968,mobile,14565.005702001163,58829.37279792124,27.787632957002995,90164.73819541931
תל אביב -יפו,0.0,8894.1,460613,89.93037539105497,12273.2970716611,74.38891906572515,1.1130585632240448,4.228,505642.2391433716,fixed,36384.00435843257,161622.45480529332,10.026244297042936,490356.9568710327
